Cluster ID,Latitude,Longitude,Average Count,Average GDD
1,43.93355686615385,-89.83070130538462,4.218894076009461,16.333690500942392
2,43.16530781333333,-89.92639401666668,3.7721774753024766,18.51797412792795
3,44.267170962,-89.618190286,4.237781662781663,15.338050826591948
4,44.054732859285714,-89.5647432142857,3.4943250566637665,16.706223646984093
5,44.483552325,-89.33694163333332,2.628402264402264,15.216696534625813
6,43.69267297666667,-89.72334802066665,3.240750222000222,17.13389411613205
7,44.183477092000004,-89.953591138,4.169654394750548,16.79893043837863
8,44.35773163833333,-89.17325395583333,2.733899909614195,17.06899817502069
9,43.88031078230769,-89.71432787461539,3.101899398910269,16.929449674539622
10,44.00383801,-89.32143526909093,2.6527324947779487,16.827745288479935
11,44.15818741888889,-89.56126217222221,3.7717260150960157,16.673333900392546
12,44.622487250000006,-89.44610075000001,3.3563762626262617,14.8323921040392
13,43.6851135475,-89.511814935,1.799148516414141,16.43357786120959
14,43.20684139777777,-90.15198116,4.746143279797126,17.29965536596921
15,44.214258398571424,-89.64925687928573,4.625691257527192,16.632682314765052
16,44.12592838999999,-89.72391099222223,4.3907431249306255,16.39432206947215
17,44.307028706,-89.503817854,5.804863469863469,15.72121947986605
18,44.2418613636842,-89.37545466631578,3.093577821372177,15.436908894837869
19,44.35271506866666,-89.32306522733332,3.135803986218459,16.01879861833603
20,43.274636804285706,-89.78961519142857,4.938723544973545,18.3414209734311
21,43.949153322499996,-89.64384412499999,3.237837650503092,16.8584772903358
22,44.24979544875,-89.20591741749999,2.212214987393559,17.261155566174356
23,44.05635476,-89.81923300700002,3.289616963724107,16.593986833968227
24,44.43388731666667,-89.61695549166666,4.914028471528471,16.691649248121752
25,43.82010969333333,-89.82704479222224,4.11886863136863,16.52220470072834
26,43.863434294166666,-89.92510132416665,2.950072744715603,17.30103685183552
27,44.63636575099999,-89.290476998,3.93220984144061,16.002854866883986
28,43.785979429090915,-89.70611416818184,2.6114586293336286,16.454498509589367
29,44.01458372846154,-89.64649537615385,3.874369530469531,17.32993129082108
30,44.11167528,-90.06123747,3.798156149406148,16.928954143801146
31,43.955436445,-89.45819381300001,2.657194368131868,16.910905699645443
32,43.7380023875,-89.34753153250001,0.24020833333333325,16.383971653523048
33,44.54742976,-89.04897716,3.3409090909090953,16.9027859455684
34,44.31625010571429,-89.9461058657143,4.180724010837647,15.479374179621965
35,43.982404545,-89.9209452675,2.2467068521756026,16.640510688491915
36,44.12233115923076,-89.64538621384617,4.384930753770039,16.470752288117538
37,44.17038525,-89.43668936200001,3.5424485770639618,15.298879333209053
38,44.011446629999995,-89.13925977,1.9285714285714275,18.08783082401185
39,44.492868865,-89.46201871,5.7151010101010105,16.366314924476782
40,44.251076175,-89.429377345,3.4175787175787167,15.718470842427589
41,44.020278626999996,-89.426439633,2.040723043296573,17.556512009931634
42,43.60678075333333,-89.62254918999999,3.282330687830688,17.3642378951494
43,44.24562291454545,-89.55017635363636,3.3435164280164287,16.419970670945396
44,44.07874967227273,-89.55828659681819,4.067572790857647,16.63255028857752
45,44.20947340266667,-89.515067078,4.064749475524476,15.989974124686276
46,43.924362384,-89.65377563666667,3.394557591879021,16.977869043699386
47,44.01354078923076,-89.59794745192309,3.2451853654243354,17.23671853847992
48,43.171135789999994,-90.06941671666668,2.6748241341991355,17.884406163729142
49,44.6067666,-89.52228990214284,4.575627088685124,15.719673474990097
50,44.19902382272727,-89.59581460545456,4.5252913185299555,16.720198870397972
51,44.36130926727272,-89.64271530363636,4.491100739538239,16.81174184637552
52,43.174826241111106,-90.00527079777777,5.492211607836608,18.816054546440533
53,44.23385120875,-89.7300430525,3.6262397451033794,16.955865715391273
54,44.362352045,-89.25603939125,3.22712842523638,15.738824026400424
55,44.84130986,-89.57621507,1.990033333333335,17.7469519950175
56,44.130657105,-89.48422710999999,3.0895361971361974,16.866911940626377
57,44.20403022909091,-89.39519654136363,3.45150312663527,16.000409966324646
58,43.88644590999999,-89.77977963727274,2.6396756814613953,17.596999889594255
59,43.789269249090914,-89.74884319545454,2.6202402989167686,16.62841585450803
60,44.03632573785713,-89.87224331928572,3.1436608712924503,17.00100607616677
61,44.37519217333334,-89.563923535,4.672329942784487,16.54449788333282
62,43.741283663124996,-89.50625559187499,2.6636187961869777,16.32574886551405
63,43.96007147833333,-89.70763836666667,4.474371263656978,15.910756622325673
64,44.43018020181819,-89.28170498545454,3.4102330610697544,15.933584228706142
65,44.08184846666666,-89.24476986666667,2.5882284382284366,16.166005065415735
66,44.70999726285715,-89.43150232857143,3.1951857048180585,15.726908747607448
67,43.975405162,-89.78381631799999,3.163893794697366,17.44639911128647
68,44.18280957166667,-89.21833787666668,1.6308670033670032,17.53231711741085
69,44.263301722222224,-89.46793101,3.790857914015809,16.448578193200245
70,44.19469147363637,-89.61771067090909,5.026867559790635,16.764627816696017
71,43.837492420000004,-89.577366435,1.8097435897435907,17.53829016068034
72,44.35187177333333,-89.435723505,4.307564619022952,15.207869181928865
73,43.923262574999995,-89.92223423124999,2.8528038260758843,17.47897623335278
74,44.10998741461539,-89.78298645153846,3.2770000734559557,17.272045201457367
75,44.06283725235295,-89.62393731117648,3.6817872454926017,17.327887367039217
76,44.29313133083334,-89.21586783666667,2.6397769206102533,16.820764666856423
77,43.861271727692305,-89.68605879923076,1.9867835289710292,17.053511568554452
78,43.99859680923077,-89.6229757176923,3.7818054445554448,17.13866476458115
79,44.126300317,-89.569337703,4.439196113230204,17.595084619797788
80,44.42152233142857,-89.46657778000001,4.187133283383282,15.40413038335887
81,44.20300508857143,-90.01594706714285,4.335039721389721,16.77683745067292
82,44.576794486363625,-89.44958682636363,4.819670856920856,15.894786794459886
83,44.07250062,-89.59116498333334,3.5116614206871564,16.881265714541552
84,44.15973301,-89.07027854,1.146666666666665,15.7213399142505
85,44.22624407,-89.83245763,2.1353219696969683,17.339738586702403
86,44.06282253142857,-89.35019863571428,2.906004845848596,17.298178680040227
87,44.057613108333335,-89.77729719333333,3.5222213054802336,17.062502268036962
88,44.23976942,-89.60601810375,3.7155800865800854,16.476535856030672
89,44.00541200866666,-89.87906174066667,3.6775805874020167,17.046441151965684
90,43.76343008333333,-89.71571809200002,2.4833893661893667,17.057245307030424
91,44.5470283,-89.19996927,2.084615384615385,14.3708557256325
92,44.20721677384615,-89.41336422923078,2.9712341746006516,16.451081993200063
93,43.17235221200001,-89.950977773,4.384598792411293,18.936932372721046
94,44.15004110583334,-89.61813556416666,3.9648247950879525,16.414193099837828
95,44.066409706,-90.046482684,3.648884657009657,17.43110497984369
96,43.83398439647059,-89.89601060764709,3.3435591214341214,17.78367394603454
97,43.86476978,-89.31578744,0.3322916666666665,17.5239010945043
98,44.182445817083334,-89.52820345375,3.2648253230822672,16.39641787613661
99,43.852858961176466,-89.71333802058822,2.660518435108953,17.775556728200513
100,43.202538038,-90.198824364,4.142917814508724,17.708572234683245
101,44.26930851714285,-89.15050030428571,2.421493818681319,15.835748805358335
102,44.0062378925,-89.239244995,2.2877597402597414,17.888022732740502
103,44.29653560428572,-89.38462360857145,3.5153298090798097,17.07304752798147
104,44.64006517555555,-89.48714320666666,4.02911080749316,15.705608968609805
105,44.26548456450001,-89.589271246,3.8482655281960834,16.636930398039077
106,44.098590056666666,-89.16721200333335,1.8993589743589743,15.6429283296463
107,44.06956415,-89.499591146,2.170044942431306,16.161682141220346
108,43.778361118750006,-89.79155453625,2.101114359251859,17.0624746487304
109,43.908363061818186,-89.68294344545455,3.977721622513289,17.00861559600149
110,44.121163849999995,-89.34585218333332,2.6533820346320347,18.310211414679568
111,43.99504882615384,-89.45787348076921,2.0114681353592645,16.725900400341377
112,43.3074546,-89.759761805,4.990880647130647,17.88906763146455
113,44.549646683999995,-89.497820958,7.26869325119326,15.93211451634924
114,44.264902478,-89.51709109933333,4.047196229696228,15.54468889867255
115,43.95787391,-89.744720303,3.182426312113813,16.22870890454856
116,43.87891600625001,-89.61380469375001,2.2701162783975284,18.120882132296234
117,43.965005447500005,-89.28975218,2.302010125291375,16.972607961942153
118,44.17713378625,-89.40887513,3.974428898647648,15.957339080722399
119,44.38483080333333,-89.10124615333335,1.5861392773892762,16.9149890048552
120,43.88079511357143,-89.74575202214285,2.7042394334061006,17.848460840073944
121,44.037936601333335,-89.61511846400002,4.060659227677086,17.15555594350391
122,44.539114803,-89.452244122,4.133197843822844,17.51440686008132
123,43.188920094000004,-90.10984344599999,4.361727013066298,17.546860002122852
124,43.824088575000005,-89.77901344625,2.8880680430680434,17.347886433267952
125,44.06520648,-89.4194067475,2.2587532259407253,15.728523645326888
126,44.150450536875006,-89.64332979749999,4.260415219700934,16.87730894953666
127,44.17112775066666,-89.59863523533333,4.18606471075221,16.801547090498467
128,44.17914681846154,-89.64841428307692,2.155569392413143,17.46031573054131
129,44.18670221947368,-89.56620283842103,3.6502904795821465,16.276734653339858
130,44.130372810000004,-89.5486351425,4.0624045121545125,16.217170211863216
131,44.256148857499994,-89.2490887575,3.7598529075091567,16.448361413158015
132,44.28790763076923,-89.41790126076924,3.377831446331446,15.730650206791807
133,44.67182601666667,-89.46340400333334,4.446872699060197,16.527286779740923
134,44.149420975,-89.281635575,2.6434523809523798,17.68290057741935
135,44.37791102,-89.73971877,2.1323317307692298,15.439704958946098
136,44.017528088333336,-89.92565109499999,3.319810744810745,16.803453048121433
137,43.807194330769235,-89.70287840999998,2.474619392952726,17.138102175506447
138,44.242466655714296,-89.40099791499999,3.19196930985681,15.763739430887298
139,44.162069694,-89.47283005999999,3.0178855172605163,16.22559478149263
140,44.20802272428572,-89.44286010999998,3.7859620587745604,16.31556804703073
141,44.629217196666666,-89.35163108333334,3.5366025641025645,15.321509880766598
142,44.27633102749999,-89.951120935,3.8213170163170167,15.589929081338132
143,44.138828407,-89.446760363,3.9868152578902563,15.981857853853057
144,44.70656763,-89.26980388,3.18392857142857,15.238638714352248
145,44.20444609333333,-89.36868121733332,3.771272155874429,16.19261757418332
146,43.82016045,-89.42968543,1.81698717948718,16.0621348763729
147,43.922487567999994,-89.437031246,2.762410714285715,15.473991527349437
148,44.352402775,-89.48448198,3.2388718919968937,15.075878866588775
149,44.31009828,-89.460165144,2.8293886668886663,14.8792007877412
150,44.10458428142857,-89.58471616357143,4.068193384680453,17.068069109304968
151,44.207263546,-89.98897004599999,5.07726676101676,17.82103342108069
152,44.196374995,-89.18110017000001,2.606504953379954,17.0286929435315
153,44.03727374653845,-89.58243735807693,2.9851251469046245,17.101015977503824
154,43.970013836,-89.882648956,2.63099855006105,17.3302013978427
155,43.72811040214286,-89.71105381714287,3.0772710562384478,17.482162233703253
156,44.15165154,-89.90305256,4.4680059523809526,17.61501228104235
157,43.657800565,-89.51260923125,0.9426835071494163,17.07748552696353
158,44.044563464999996,-90.089899195,2.6534722222222227,15.088677574544949
159,44.244499230909085,-89.48268276454546,3.5567560911310903,16.067223675176947
160,44.14996917166667,-90.03778154666666,4.2180481018164855,16.92467071091432
161,44.263069947999995,-89.655812316,3.7131895881895876,16.18817478875325
162,44.40752683000001,-89.55616935,4.787599900099901,16.770166111715803
163,43.97554281,-89.54689768,3.4008241758241766,18.0520922204548
164,44.00280472,-89.78784218125,2.9070156529977953,17.4316467001669
165,44.496103175,-89.03585462000001,3.5391887626262637,17.141757911766323
166,43.7270073,-89.30690192,0.33611111111111125,18.92866996182495
167,44.561134155000005,-89.005928275,2.435053661616163,17.598263645503934
168,44.15464027777778,-89.52858210888888,3.3036282493226934,16.94506568050681
169,44.40546674714285,-89.62078764571427,4.914675152625153,16.29425831893692
170,43.856770473999994,-89.77893938900002,2.233498948261392,17.077976849369616
171,43.98704945,-89.60572495846154,3.1821870199245192,16.936851930950333
172,44.32117309666666,-89.315155865,2.0399996554915667,16.09150996705194
173,44.367005983999995,-89.67712015,5.1376318126318115,16.67927374172162
174,44.22882388666667,-89.14018716666665,2.39759324009324,17.41497744226954
175,44.221404017058816,-89.58079679705881,4.547154358758525,16.927360396000545
176,44.2244766015,-89.387143276,3.4214618863279576,16.120980590015442
177,44.205021566250004,-89.63078357625,4.64621022617733,16.88499486419348
178,44.14370323142857,-89.59158319000001,4.218535865632904,16.59650621014448
179,44.0803794525,-89.828119735,3.013267461704961,15.708954941853278
180,43.17358687916666,-89.978795395,4.863692774239649,17.985612973202876
181,43.94000968230769,-89.61752507769232,2.651423787469841,16.94164005520583
182,43.16825284666667,-89.89389573666665,2.138282967032967,18.4571914163224
183,43.90451807333333,-89.81066268000001,3.4391504329004334,17.410889250524875
184,44.273795522727276,-89.19141702727273,2.4650962327146537,17.24685158163426
185,43.929087421764706,-89.68976064882352,2.793901461786077,17.387152664129925
186,44.117066052,-89.617402832,4.3504085878279435,16.669186504293265
187,44.321161285,-89.25574262,3.6651856476856475,16.07276990195181
188,44.300706665,-89.57040918999999,3.363383838383838,16.93242161185857
189,44.05378288,-89.65187438166664,3.126105307735742,17.11392021836804
190,44.227769064166665,-89.4226891325,2.9640845464059757,16.15913949838473
191,43.31049960666667,-89.81105894000001,3.235254329004329,17.607058862442425
192,44.29441470166666,-89.47118315833332,3.8684058996558983,15.088466562541914
193,44.229138616666674,-89.61600472333333,4.506298622354658,16.198410580119656
194,44.006698665,-89.84131539,1.951704545454545,16.37687213872659
195,44.101090756874996,-89.55052427250001,4.053947198634697,17.399537470462576
196,43.8834801,-89.694226428125,2.4492849511599504,16.139391666007167
197,43.973510810833325,-89.635778325,2.9655096292596297,16.850751083414618
198,43.605336433999994,-89.65695890800001,0.8568798185941043,16.17654861576303
0,44.17304462166667,-89.48525063333331,3.6734923228944973,15.70751439526771
